biome,site,value,disturbance,forestcover_50,forestcover_10,year,forest10,forest50,rate10,rate50,cluster,x,y
boreal,OSKELANEO,4,0,65065500,66146400,2004,73496,72295,0,0,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,5,162,65065500,66146400,2005,73496,72295,0.0022042015892021335,0.002240818867141573,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,6,287,65065500,66146400,2006,73496,72295,0.0039049744203766192,0.003969845770800193,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,7,443,65065500,66146400,2007,73496,72295,0.006027538913682377,0.006127671346566153,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,8,18,65065500,66146400,2008,73496,72295,2.4491128768912594e-4,2.489798741268414e-4,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,9,12,65065500,66146400,2009,73496,72295,1.6327419179275064e-4,1.659865827512276e-4,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,10,4,65065500,66146400,2010,73496,72295,5.442473059758354e-5,5.532886091707587e-5,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,11,4,65065500,66146400,2011,73496,72295,5.442473059758354e-5,5.532886091707587e-5,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,12,15,65065500,66146400,2012,73496,72295,2.0409273974093827e-4,2.074832284390345e-4,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,13,19,65065500,66146400,2013,73496,72295,2.585174703385218e-4,2.6281208935611036e-4,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,14,9,65065500,66146400,2014,73496,72295,1.2245564384456297e-4,1.244899370634207e-4,3,-75.2713604517207,48.185365769609156
boreal,PPECHORO,1,22,106010100,146599200,2001,162888,117789,1.350621285791464e-4,1.8677465637708106e-4,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,2,264,106010100,146599200,2002,162888,117789,0.0016207455429497568,0.0022412958765249727,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,3,19,106010100,146599200,2003,162888,117789,1.1664456559108099e-4,1.6130538505293364e-4,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,4,325,106010100,146599200,2004,162888,117789,0.0019952359903737536,0.0027591710601159703,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,5,1757,106010100,146599200,2005,162888,117789,0.010786552723343647,0.014916503238842336,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,6,657,106010100,146599200,2006,162888,117789,0.0040334462943863265,0.005577770419988284,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,7,1,106010100,146599200,2007,162888,117789,6.139187662688473e-6,8.48975710804914e-6,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,8,65,106010100,146599200,2008,162888,117789,3.9904719807475075e-4,5.51834212023194e-4,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,9,26,106010100,146599200,2009,162888,117789,1.596188792299003e-4,2.2073368480927762e-4,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,10,220,106010100,146599200,2010,162888,117789,0.001350621285791464,0.0018677465637708106,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,11,23,106010100,146599200,2011,162888,117789,1.412013162418349e-4,1.952644134851302e-4,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,12,4,106010100,146599200,2012,162888,117789,2.4556750650753894e-5,3.395902843219656e-5,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,13,5,106010100,146599200,2013,162888,117789,3.069593831344236e-5,4.2448785540245696e-5,3,57.016014551596996,61.82426849741519
boreal,PPECHORO,14,9,106010100,146599200,2014,162888,117789,5.525268896419626e-5,7.640781397244225e-5,3,57.016014551596996,61.82426849741519
boreal,PRINCEALBERT,1,810,3247733700,3432703500,2001,3814115,3608593,2.12369055468962e-4,2.2446421638572153e-4,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,2,6751,3247733700,3432703500,2002,3814115,3608593,0.001770004312927114,0.001870812252864205,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,3,9373,3247733700,3432703500,2003,3814115,3608593,0.002457450811000717,0.0025974112347942812,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,4,2953,3247733700,3432703500,2004,3814115,3608593,7.742294083948701e-4,8.18324482700044e-4,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,5,3187,3247733700,3432703500,2005,3814115,3608593,8.355804688636813e-4,8.831697007670303e-4,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,6,5935,3247733700,3432703500,2006,3814115,3608593,0.0015560621533435672,0.00164468533857933,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,7,4554,3247733700,3432703500,2007,3814115,3608593,0.0011939860229699419,0.001261987705457501,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,8,2817,3247733700,3432703500,2008,3814115,3608593,7.385723817976122e-4,7.806366636525649e-4,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,9,33710,3247733700,3432703500,2009,3814115,3608593,0.008838223283776184,0.009341591030077374,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,10,4345,3247733700,3432703500,2010,3814115,3608593,0.0011391895629785677,0.0012040703953036544,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,11,5893,3247733700,3432703500,2011,3814115,3608593,0.001545050424541473,0.0016330464532852554,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,12,7986,3247733700,3432703500,2012,3814115,3608593,0.0020938015765125067,0.002213050903773299,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,13,1092,3247733700,3432703500,2013,3814115,3608593,2.8630494885445245e-4,3.026110176459357e-4,3,-106.36967462895886,53.963400742981165
boreal,PRINCEALBERT,14,798,3247733700,3432703500,2014,3814115,3608593,2.092228472397922e-4,2.2113882058741454e-4,3,-106.36967462895886,53.963400742981165
boreal,PROVENCHER,1,4,140223600,141581700,2001,157313,155804,2.542701493201452e-5,2.567328181561449e-5,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,2,132,140223600,141581700,2002,157313,155804,8.390914927564791e-4,8.472182999152782e-4,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,3,0,140223600,141581700,2003,157313,155804,0,0,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,4,2833,140223600,141581700,2004,157313,155804,0.018008683325599285,0.01818310184590896,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,5,970,140223600,141581700,2005,157313,155804,0.006166051121013521,0.006225770840286514,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,6,72,140223600,141581700,2006,157313,155804,4.5768626877626135e-4,4.621190726810608e-4,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,7,425,140223600,141581700,2007,157313,155804,0.002701620336526543,0.0027277861929090397,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,8,11,140223600,141581700,2008,157313,155804,6.992429106303993e-5,7.060152499293985e-5,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,9,19,140223600,141581700,2009,157313,155804,1.2077832092706897e-4,1.2194808862416883e-4,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,10,124,140223600,141581700,2010,157313,155804,7.882374628924501e-4,7.958717362840492e-4,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,11,419,140223600,141581700,2011,157313,155804,0.002663479814128521,0.002689276270185618,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,12,176,140223600,141581700,2012,157313,155804,0.0011187886570086388,0.0011296243998870376,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,13,44,140223600,141581700,2013,157313,155804,2.796971642521597e-4,2.824060999717594e-4,2,-68.24133893809591,50.11355279267362
boreal,PROVENCHER,14,812,140223600,141581700,2014,157313,155804,0.005161684031198948,0.0052116762085697415,2,-68.24133893809591,50.11355279267362
boreal,PUTORANA,1,98,410964300,1907743500,2001,2119715,456627,4.6232630330020784e-5,2.1461718207639935e-4,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,2,36,410964300,1907743500,2002,2119715,456627,1.698341522327294e-5,7.883896484439159e-5,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,3,128,410964300,1907743500,2003,2119715,456627,6.0385476349414895e-5,2.8031631944672565e-4,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,4,183,410964300,1907743500,2004,2119715,456627,8.633236071830412e-5,4.007647379589906e-4,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,5,175,410964300,1907743500,2005,2119715,456627,8.255826844646568e-5,3.8324496799357026e-4,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,6,58,410964300,1907743500,2006,2119715,456627,2.7362168970828625e-5,1.2701833224929756e-4,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,7,131,410964300,1907743500,2007,2119715,456627,6.180076095135431e-5,2.868862331837583e-4,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,8,106,410964300,1907743500,2008,2119715,456627,5.000672260185921e-5,2.321369520418197e-4,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,9,725,410964300,1907743500,2009,2119715,456627,3.420271121353578e-4,0.0015877291531162195,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,10,977,410964300,1907743500,2010,2119715,456627,4.609110186982684e-4,0.0021396019070269606,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,11,298,410964300,1907743500,2011,2119715,456627,1.4058493712598155e-4,6.526114312119082e-4,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,12,570,410964300,1907743500,2012,2119715,456627,2.6890407436848824e-4,0.0012482836100362001,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,13,2386,410964300,1907743500,2013,2119715,456627,0.0011256230200758122,0.005225271392186621,2,93.94199386221358,69.03081748420199
boreal,PUTORANA,14,7861,410964300,1907743500,2014,2119715,456627,0.0037085174186152385,0.017215363962271177,2,93.94199386221358,69.03081748420199
boreal,RACINE,1,4,260336700,434788200,2001,483098,289263,8.279893520569325e-6,1.3828246267237773e-5,3,-68.5000646934181,52.26140223295027
boreal,RACINE,2,4544,260336700,434788200,2002,483098,289263,0.009405959039366753,0.01570888775958211,3,-68.5000646934181,52.26140223295027
boreal,RACINE,3,1510,260336700,434788200,2003,483098,289263,0.0031256598040149204,0.005220162965882259,3,-68.5000646934181,52.26140223295027
boreal,RACINE,4,151,260336700,434788200,2004,483098,289263,3.1256598040149203e-4,5.220162965882259e-4,3,-68.5000646934181,52.26140223295027
boreal,RACINE,5,115,260336700,434788200,2005,483098,289263,2.380469387163681e-4,3.97562080183086e-4,3,-68.5000646934181,52.26140223295027
boreal,RACINE,6,276,260336700,434788200,2006,483098,289263,5.713126529192835e-4,9.541489924394063e-4,3,-68.5000646934181,52.26140223295027
boreal,RACINE,7,1,260336700,434788200,2007,483098,289263,2.0699733801423313e-6,3.4570615668094433e-6,3,-68.5000646934181,52.26140223295027
boreal,RACINE,8,29,260336700,434788200,2008,483098,289263,6.002922802412761e-5,1.0025478543747386e-4,3,-68.5000646934181,52.26140223295027
boreal,RACINE,9,17,260336700,434788200,2009,483098,289263,3.5189547462419634e-5,5.8770046635760535e-5,3,-68.5000646934181,52.26140223295027
boreal,RACINE,10,250,260336700,434788200,2010,483098,289263,5.174933450355828e-4,8.642653917023608e-4,3,-68.5000646934181,52.26140223295027
boreal,RACINE,11,1538,260336700,434788200,2011,483098,289263,0.003183619058658906,0.005316960689752924,3,-68.5000646934181,52.26140223295027
boreal,RACINE,12,132,260336700,434788200,2012,483098,289263,2.7323648617878776e-4,4.5633212681884654e-4,3,-68.5000646934181,52.26140223295027
boreal,RACINE,13,3,260336700,434788200,2013,483098,289263,6.209920140426994e-6,1.037118470042833e-5,3,-68.5000646934181,52.26140223295027
boreal,RACINE,14,0,260336700,434788200,2014,483098,289263,0,0,3,-68.5000646934181,52.26140223295027
boreal,RIDING,1,107,586255500,1674144000,2001,1860160,651395,5.7521933597109926e-5,1.6426285126536127e-4,2,-73.11759975209418,54.72345891861901
boreal,RIDING,2,56,586255500,1674144000,2002,1860160,651395,3.010493720970239e-5,8.596934271831991e-5,2,-73.11759975209418,54.72345891861901
boreal,RIDING,3,11,586255500,1674144000,2003,1860160,651395,5.913469809048684e-6,1.688683517681284e-5,2,-73.11759975209418,54.72345891861901
boreal,RIDING,4,37,586255500,1674144000,2004,1860160,651395,1.9890762084981937e-5,5.6801172867461374e-5,2,-73.11759975209418,54.72345891861901
boreal,RIDING,5,588,586255500,1674144000,2005,1860160,651395,3.161018407018751e-4,9.026780985423591e-4,2,-73.11759975209418,54.72345891861901
boreal,RIDING,6,270,586255500,1674144000,2006,1860160,651395,1.4514880440392224e-4,4.1449504524904244e-4,2,-73.11759975209418,54.72345891861901
boreal,RIDING,7,142,586255500,1674144000,2007,1860160,651395,7.633751935317392e-5,2.179936904643112e-4,2,-73.11759975209418,54.72345891861901
boreal,RIDING,8,231,586255500,1674144000,2008,1860160,651395,1.2418286599002237e-4,3.5462353871306963e-4,2,-73.11759975209418,54.72345891861901
boreal,RIDING,9,45,586255500,1674144000,2009,1860160,651395,2.4191467400653706e-5,6.908250754150707e-5,2,-73.11759975209418,54.72345891861901
boreal,RIDING,10,18,586255500,1674144000,2010,1860160,651395,9.676586960261482e-6,2.7633003016602828e-5,2,-73.11759975209418,54.72345891861901
boreal,RIDING,11,104,586255500,1674144000,2011,1860160,651395,5.590916910373301e-5,1.5965735076259413e-4,2,-73.11759975209418,54.72345891861901
boreal,RIDING,12,16,586255500,1674144000,2012,1860160,651395,8.60141063134354e-6,2.4562669348091405e-5,2,-73.11759975209418,54.72345891861901
boreal,RIDING,13,33,586255500,1674144000,2013,1860160,651395,1.7740409427146052e-5,5.066050553043852e-5,2,-73.11759975209418,54.72345891861901
boreal,RIDING,14,21,586255500,1674144000,2014,1860160,651395,1.1289351453638397e-5,3.223850351936997e-5,2,-73.11759975209418,54.72345891861901
boreal,SPATSIZI,1,5714,3114242100,3895262100,2001,4328069,3460269,0.0013202192478909186,0.0016513167039903544,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,2,1686,3114242100,3895262100,2002,4328069,3460269,3.8955016659854546e-4,4.872453557801431e-4,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,3,59,3114242100,3895262100,2003,4328069,3460269,1.363194533174032e-5,1.705069750357559e-5,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,4,10732,3114242100,3895262100,2004,4328069,3460269,0.002479627750851477,0.0031014929764131053,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,5,1084,3114242100,3895262100,2005,4328069,3460269,2.504581142306188e-4,3.132704422690837e-4,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,6,1269,3114242100,3895262100,2006,4328069,3460269,2.9320234959285537e-4,3.6673449376334614e-4,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,7,1229,3114242100,3895262100,2007,4328069,3460269,2.839603527577772e-4,3.551746988456678e-4,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,8,421,3114242100,3895262100,2008,4328069,3460269,9.727201668919789e-5,1.216668415085648e-4,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,9,5540,3114242100,3895262100,2009,4328069,3460269,0.0012800165616583285,0.0016010315960984535,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,10,15825,3114242100,3895262100,2010,4328069,3460269,0.0036563649978778065,0.004573343864306504,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,11,4062,3114242100,3895262100,2011,4328069,3460269,9.385247786021896e-4,0.001173897173890238,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,12,2993,3114242100,3895262100,2012,4328069,3460269,6.915324131847251e-4,8.649616547152836e-4,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,13,995,3114242100,3895262100,2013,4328069,3460269,2.2989467127256983e-4,2.8754989857724935e-4,3,-128.51330247517726,57.54357533930847
boreal,SPATSIZI,14,195,3114242100,3895262100,2014,4328069,3460269,4.505473457100615e-5,5.635400022368203e-5,3,-128.51330247517726,57.54357533930847
boreal,STOLBY,1,54,565288200,570532500,2001,633925,628098,8.518357849903379e-5,8.5973844845868e-5,2,92.92730789157613,55.80722531566407
boreal,STOLBY,2,269,565288200,570532500,2002,633925,628098,4.2434041881926095e-4,4.2827711599145355e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,3,45,565288200,570532500,2003,633925,628098,7.09863154158615e-5,7.164487070489e-5,2,92.92730789157613,55.80722531566407
boreal,STOLBY,4,450,565288200,570532500,2004,633925,628098,7.098631541586149e-4,7.164487070489e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,5,288,565288200,570532500,2005,633925,628098,4.5431241866151356e-4,4.58527172511296e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,6,193,565288200,570532500,2006,633925,628098,3.0445241945025044e-4,3.072768899120838e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,7,22,565288200,570532500,2007,633925,628098,3.470442086997673e-5,3.502638123350178e-5,2,92.92730789157613,55.80722531566407
boreal,STOLBY,8,478,565288200,570532500,2008,633925,628098,7.540324170840399e-4,7.610277377097204e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,9,183,565288200,570532500,2009,633925,628098,2.886776826911701e-4,2.9135580753321936e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,10,884,565288200,570532500,2010,633925,628098,0.0013944867295027014,0.001407423682291617,2,92.92730789157613,55.80722531566407
boreal,STOLBY,11,623,565288200,570532500,2011,633925,628098,9.827661000907048e-4,9.91883432203255e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,12,213,565288200,570532500,2012,633925,628098,3.3600189296841107e-4,3.3911905466981265e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,13,90,565288200,570532500,2013,633925,628098,1.41972630831723e-4,1.4328974140978e-4,2,92.92730789157613,55.80722531566407
boreal,STOLBY,14,474,565288200,570532500,2014,633925,628098,7.477225223804077e-4,7.546593047581747e-4,2,92.92730789157613,55.80722531566407
boreal,TIVEDEN,1,4,17689500,18349200,2001,20388,19655,1.9619383951343929e-4,2.035105571101501e-4,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,2,0,17689500,18349200,2002,20388,19655,0,0,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,3,0,17689500,18349200,2003,20388,19655,0,0,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,4,1,17689500,18349200,2004,20388,19655,4.904845987835982e-5,5.0877639277537524e-5,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,5,1,17689500,18349200,2005,20388,19655,4.904845987835982e-5,5.0877639277537524e-5,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,6,1,17689500,18349200,2006,20388,19655,4.904845987835982e-5,5.0877639277537524e-5,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,7,1,17689500,18349200,2007,20388,19655,4.904845987835982e-5,5.0877639277537524e-5,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,8,1,17689500,18349200,2008,20388,19655,4.904845987835982e-5,5.0877639277537524e-5,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,9,1,17689500,18349200,2009,20388,19655,4.904845987835982e-5,5.0877639277537524e-5,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,10,2,17689500,18349200,2010,20388,19655,9.809691975671964e-5,1.0175527855507505e-4,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,11,0,17689500,18349200,2011,20388,19655,0,0,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,12,1,17689500,18349200,2012,20388,19655,4.904845987835982e-5,5.0877639277537524e-5,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,13,2,17689500,18349200,2013,20388,19655,9.809691975671964e-5,1.0175527855507505e-4,1,14.611452346938842,58.71615003055456
boreal,TIVEDEN,14,0,17689500,18349200,2014,20388,19655,0,0,1,14.611452346938842,58.71615003055456
boreal,TUNGUSKA,1,369,1729571400,2592841500,2001,2880935,1921746,1.280834173627659e-4,1.9201288827972062e-4,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,2,185,1729571400,2592841500,2002,2880935,1921746,6.421526344745716e-5,9.626662420528e-5,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,3,200,1729571400,2592841500,2003,2880935,1921746,6.942190642968341e-5,1.0407202616787025e-4,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,4,500,1729571400,2592841500,2004,2880935,1921746,1.7355476607420854e-4,2.6018006541967564e-4,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,5,393,1729571400,2592841500,2005,2880935,1921746,1.3641404613432792e-4,2.0450153141986506e-4,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,6,15737,1729571400,2592841500,2006,2880935,1921746,0.00546246270741964,0.00818890737901887,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,7,39127,1729571400,2592841500,2007,2880935,1921746,0.013581354664371116,0.020360130839351297,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,8,26203,1729571400,2592841500,2008,2880935,1921746,0.009095311070884973,0.013634996508383523,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,9,1339,1729571400,2592841500,2009,2880935,1921746,4.647796635467305e-4,6.967622151938914e-4,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,10,853,1729571400,2592841500,2010,2880935,1921746,2.960844309225998e-4,4.4386719160596663e-4,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,11,364,1729571400,2592841500,2011,2880935,1921746,1.2634786970202382e-4,1.8941108762552387e-4,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,12,33467,1729571400,2592841500,2012,2880935,1921746,0.011616714712411075,0.01741489249880057,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,13,9642,1729571400,2592841500,2013,2880935,1921746,0.0033468301089750376,0.005017312381553026,3,101.99962384000192,60.82511091857773
boreal,TUNGUSKA,14,12626,1729571400,2592841500,2014,2880935,1921746,0.004382604952905914,0.0065700670119776495,3,101.99962384000192,60.82511091857773
boreal,TUNTSA,1,2,74326500,149070600,2001,165634,82585,1.2074815557192363e-5,2.4217472906702186e-5,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,2,4,74326500,149070600,2002,165634,82585,2.4149631114384727e-5,4.843494581340437e-5,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,3,0,74326500,149070600,2003,165634,82585,0,0,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,4,0,74326500,149070600,2004,165634,82585,0,0,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,5,2,74326500,149070600,2005,165634,82585,1.2074815557192363e-5,2.4217472906702186e-5,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,6,0,74326500,149070600,2006,165634,82585,0,0,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,7,1,74326500,149070600,2007,165634,82585,6.037407778596182e-6,1.2108736453351093e-5,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,8,1,74326500,149070600,2008,165634,82585,6.037407778596182e-6,1.2108736453351093e-5,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,9,4,74326500,149070600,2009,165634,82585,2.4149631114384727e-5,4.843494581340437e-5,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,10,0,74326500,149070600,2010,165634,82585,0,0,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,11,28,74326500,149070600,2011,165634,82585,1.690474178006931e-4,3.390446206938306e-4,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,12,42,74326500,149070600,2012,165634,82585,2.5357112670103965e-4,5.085669310407459e-4,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,13,25,74326500,149070600,2013,165634,82585,1.5093519446490454e-4,3.027184113337773e-4,1,29.532652529938986,67.63748453278818
boreal,TUNTSA,14,10,74326500,149070600,2014,165634,82585,6.0374077785961816e-5,1.2108736453351092e-4,1,29.532652529938986,67.63748453278818
boreal,VARRIO,1,0,54311400,98215200,2001,109128,60346,0,0,1,29.645823613056827,67.73848626900129
boreal,VARRIO,2,2,54311400,98215200,2002,109128,60346,1.8327102118613003e-5,3.3142213236999966e-5,1,29.645823613056827,67.73848626900129
boreal,VARRIO,3,1,54311400,98215200,2003,109128,60346,9.163551059306502e-6,1.6571106618499983e-5,1,29.645823613056827,67.73848626900129
boreal,VARRIO,4,0,54311400,98215200,2004,109128,60346,0,0,1,29.645823613056827,67.73848626900129
boreal,VARRIO,5,1,54311400,98215200,2005,109128,60346,9.163551059306502e-6,1.6571106618499983e-5,1,29.645823613056827,67.73848626900129
boreal,VARRIO,6,0,54311400,98215200,2006,109128,60346,0,0,1,29.645823613056827,67.73848626900129
boreal,VARRIO,7,1,54311400,98215200,2007,109128,60346,9.163551059306502e-6,1.6571106618499983e-5,1,29.645823613056827,67.73848626900129
boreal,VARRIO,8,0,54311400,98215200,2008,109128,60346,0,0,1,29.645823613056827,67.73848626900129
boreal,VARRIO,9,2,54311400,98215200,2009,109128,60346,1.8327102118613003e-5,3.3142213236999966e-5,1,29.645823613056827,67.73848626900129
boreal,VARRIO,10,5,54311400,98215200,2010,109128,60346,4.581775529653251e-5,8.285553309249992e-5,1,29.645823613056827,67.73848626900129
boreal,VARRIO,11,2,54311400,98215200,2011,109128,60346,1.8327102118613003e-5,3.3142213236999966e-5,1,29.645823613056827,67.73848626900129
boreal,VARRIO,12,4,54311400,98215200,2012,109128,60346,3.665420423722601e-5,6.628442647399993e-5,1,29.645823613056827,67.73848626900129
boreal,VARRIO,13,24,54311400,98215200,2013,109128,60346,2.1992522542335605e-4,3.977065588439996e-4,1,29.645823613056827,67.73848626900129
boreal,VARRIO,14,6,54311400,98215200,2014,109128,60346,5.4981306355839013e-5,9.94266397109999e-5,1,29.645823613056827,67.73848626900129
boreal,VEPPSKY,1,0,13441500,14292000,2001,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,2,1,13441500,14292000,2002,15880,14935,6.297229219143577e-5,6.695681285570806e-5,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,3,1,13441500,14292000,2003,15880,14935,6.297229219143577e-5,6.695681285570806e-5,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,4,0,13441500,14292000,2004,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,5,0,13441500,14292000,2005,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,6,0,13441500,14292000,2006,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,7,0,13441500,14292000,2007,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,8,0,13441500,14292000,2008,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,9,0,13441500,14292000,2009,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,10,0,13441500,14292000,2010,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,11,0,13441500,14292000,2011,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,12,0,13441500,14292000,2012,15880,14935,0,0,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,13,11,13441500,14292000,2013,15880,14935,6.926952141057934e-4,7.365249414127888e-4,2,35.16801192466339,60.211758762476386
boreal,VEPPSKY,14,1,13441500,14292000,2014,15880,14935,6.297229219143577e-5,6.695681285570806e-5,2,35.16801192466339,60.211758762476386
boreal,VISHERSKY,1,323,1893076200,2000093400,2001,2222326,2103418,1.4534321247197755e-4,1.5355958730028935e-4,2,59.0329035180166,61.277891408526905
