biome,site,value,disturbance_ha,closedforest_ha,year,cluster,x,y
temperate,porcupine,1,0.8099999999999999,25056,2001,2,-89.77250057663416,46.76334608351305
temperate,porcupine,2,0.18,25056,2002,2,-89.77250057663416,46.76334608351305
temperate,porcupine,3,0.99,25056,2003,2,-89.77250057663416,46.76334608351305
temperate,porcupine,4,3.15,25056,2004,2,-89.77250057663416,46.76334608351305
temperate,porcupine,5,2.25,25056,2005,2,-89.77250057663416,46.76334608351305
temperate,porcupine,6,0.8099999999999999,25056,2006,2,-89.77250057663416,46.76334608351305
temperate,porcupine,7,0.54,25056,2007,2,-89.77250057663416,46.76334608351305
temperate,porcupine,8,1.71,25056,2008,2,-89.77250057663416,46.76334608351305
temperate,porcupine,9,0.09,25056,2009,2,-89.77250057663416,46.76334608351305
temperate,porcupine,10,2.88,25056,2010,2,-89.77250057663416,46.76334608351305
temperate,porcupine,11,1.3499999999999999,25056,2011,2,-89.77250057663416,46.76334608351305
temperate,porcupine,12,0.54,25056,2012,2,-89.77250057663416,46.76334608351305
temperate,porcupine,13,12.33,25056,2013,2,-89.77250057663416,46.76334608351305
temperate,porcupine,14,1.44,25056,2014,2,-89.77250057663416,46.76334608351305
temperate,reed,1,0,1872,2001,2,-69.07098309586529,46.34940208788597
temperate,reed,2,0,1872,2002,2,-69.07098309586529,46.34940208788597
temperate,reed,3,0,1872,2003,2,-69.07098309586529,46.34940208788597
temperate,reed,4,0.09,1872,2004,2,-69.07098309586529,46.34940208788597
temperate,reed,5,0.09,1872,2005,2,-69.07098309586529,46.34940208788597
temperate,reed,6,0,1872,2006,2,-69.07098309586529,46.34940208788597
temperate,reed,7,0.36,1872,2007,2,-69.07098309586529,46.34940208788597
temperate,reed,8,0,1872,2008,2,-69.07098309586529,46.34940208788597
temperate,reed,9,0,1872,2009,2,-69.07098309586529,46.34940208788597
temperate,reed,10,0,1872,2010,2,-69.07098309586529,46.34940208788597
temperate,reed,11,0.18,1872,2011,2,-69.07098309586529,46.34940208788597
temperate,reed,12,1.08,1872,2012,2,-69.07098309586529,46.34940208788597
temperate,reed,13,0.44999999999999996,1872,2013,2,-69.07098309586529,46.34940208788597
temperate,reed,14,0,1872,2014,2,-69.07098309586529,46.34940208788597
temperate,risnjak,1,0,3312,2001,2,14.646621346416152,45.43257357671387
temperate,risnjak,2,0,3312,2002,2,14.646621346416152,45.43257357671387
temperate,risnjak,3,0,3312,2003,2,14.646621346416152,45.43257357671387
temperate,risnjak,4,0,3312,2004,2,14.646621346416152,45.43257357671387
temperate,risnjak,5,0,3312,2005,2,14.646621346416152,45.43257357671387
temperate,risnjak,6,0,3312,2006,2,14.646621346416152,45.43257357671387
temperate,risnjak,7,0,3312,2007,2,14.646621346416152,45.43257357671387
temperate,risnjak,8,0,3312,2008,2,14.646621346416152,45.43257357671387
temperate,risnjak,9,0,3312,2009,2,14.646621346416152,45.43257357671387
temperate,risnjak,10,0.18,3312,2010,2,14.646621346416152,45.43257357671387
temperate,risnjak,11,0.18,3312,2011,2,14.646621346416152,45.43257357671387
temperate,risnjak,12,0,3312,2012,2,14.646621346416152,45.43257357671387
temperate,risnjak,13,0,3312,2013,2,14.646621346416152,45.43257357671387
temperate,risnjak,14,1.98,3312,2014,2,14.646621346416152,45.43257357671387
temperate,sub,1,0.09,46512,2001,2,145.12156503821,44.08833103513054
temperate,sub,2,0.18,46512,2002,2,145.12156503821,44.08833103513054
temperate,sub,3,0,46512,2003,2,145.12156503821,44.08833103513054
temperate,sub,4,0.09,46512,2004,2,145.12156503821,44.08833103513054
temperate,sub,5,0.8999999999999999,46512,2005,2,145.12156503821,44.08833103513054
temperate,sub,6,0,46512,2006,2,145.12156503821,44.08833103513054
temperate,sub,7,0.63,46512,2007,2,145.12156503821,44.08833103513054
temperate,sub,8,2.07,46512,2008,2,145.12156503821,44.08833103513054
temperate,sub,9,0,46512,2009,2,145.12156503821,44.08833103513054
temperate,sub,10,0,46512,2010,2,145.12156503821,44.08833103513054
temperate,sub,11,0,46512,2011,2,145.12156503821,44.08833103513054
temperate,sub,12,0.09,46512,2012,2,145.12156503821,44.08833103513054
temperate,sub,13,0.18,46512,2013,2,145.12156503821,44.08833103513054
temperate,sub,14,0.09,46512,2014,2,145.12156503821,44.08833103513054
temperate,sumava,1,0.09,2016,2001,2,13.458402773612544,48.99036226315622
temperate,sumava,2,3.51,2016,2002,2,13.458402773612544,48.99036226315622
temperate,sumava,3,0,2016,2003,2,13.458402773612544,48.99036226315622
temperate,sumava,4,153.18,2016,2004,2,13.458402773612544,48.99036226315622
temperate,sumava,5,33.21,2016,2005,2,13.458402773612544,48.99036226315622
temperate,sumava,6,0.72,2016,2006,2,13.458402773612544,48.99036226315622
temperate,sumava,7,23.22,2016,2007,2,13.458402773612544,48.99036226315622
temperate,sumava,8,18.27,2016,2008,2,13.458402773612544,48.99036226315622
temperate,sumava,9,53.19,2016,2009,2,13.458402773612544,48.99036226315622
temperate,sumava,10,57.419999999999995,2016,2010,2,13.458402773612544,48.99036226315622
temperate,sumava,11,181.98,2016,2011,2,13.458402773612544,48.99036226315622
temperate,sumava,12,76.77,2016,2012,2,13.458402773612544,48.99036226315622
temperate,sumava,13,1.08,2016,2013,2,13.458402773612544,48.99036226315622
temperate,sumava,14,20.97,2016,2014,2,13.458402773612544,48.99036226315622
temperate,sylvania,1,0.27,6336,2001,1,-89.294214752857485,46.21101956240995
temperate,sylvania,2,0.54,6336,2002,1,-89.294214752857485,46.21101956240995
temperate,sylvania,3,1.26,6336,2003,1,-89.294214752857485,46.21101956240995
temperate,sylvania,4,0.36,6336,2004,1,-89.294214752857485,46.21101956240995
temperate,sylvania,5,1.71,6336,2005,1,-89.294214752857485,46.21101956240995
temperate,sylvania,6,0.99,6336,2006,1,-89.294214752857485,46.21101956240995
temperate,sylvania,7,1.26,6336,2007,1,-89.294214752857485,46.21101956240995
temperate,sylvania,8,0.18,6336,2008,1,-89.294214752857485,46.21101956240995
temperate,sylvania,9,1.08,6336,2009,1,-89.294214752857485,46.21101956240995
temperate,sylvania,10,0.99,6336,2010,1,-89.294214752857485,46.21101956240995
temperate,sylvania,11,0.18,6336,2011,1,-89.294214752857485,46.21101956240995
temperate,sylvania,12,0.72,6336,2012,1,-89.294214752857485,46.21101956240995
temperate,sylvania,13,0.27,6336,2013,1,-89.294214752857485,46.21101956240995
temperate,sylvania,14,0.09,6336,2014,1,-89.294214752857485,46.21101956240995
temperate,uholka,1,0.18,5472,2001,1,23.66589052036905,48.27463913314127
temperate,uholka,2,0.27,5472,2002,1,23.66589052036905,48.27463913314127
temperate,uholka,3,0.27,5472,2003,1,23.66589052036905,48.27463913314127
temperate,uholka,4,1.7999999999999998,5472,2004,1,23.66589052036905,48.27463913314127
temperate,uholka,5,0.8099999999999999,5472,2005,1,23.66589052036905,48.27463913314127
temperate,uholka,6,1.08,5472,2006,1,23.66589052036905,48.27463913314127
temperate,uholka,7,1.3499999999999999,5472,2007,1,23.66589052036905,48.27463913314127
temperate,uholka,8,0.54,5472,2008,1,23.66589052036905,48.27463913314127
temperate,uholka,9,0.27,5472,2009,1,23.66589052036905,48.27463913314127
temperate,uholka,10,5.58,5472,2010,1,23.66589052036905,48.27463913314127
temperate,uholka,11,0.44999999999999996,5472,2011,1,23.66589052036905,48.27463913314127
temperate,uholka,12,0.44999999999999996,5472,2012,1,23.66589052036905,48.27463913314127
temperate,uholka,13,0,5472,2013,1,23.66589052036905,48.27463913314127
temperate,uholka,14,0,5472,2014,1,23.66589052036905,48.27463913314127
temperate,weminuche,1,753.75,69984,2001,3,-107.28667376128337,37.60331557116128
temperate,weminuche,2,998.28,69984,2002,3,-107.28667376128337,37.60331557116128
temperate,weminuche,3,939.15,69984,2003,3,-107.28667376128337,37.60331557116128
temperate,weminuche,4,764.37,69984,2004,3,-107.28667376128337,37.60331557116128
temperate,weminuche,5,637.92,69984,2005,3,-107.28667376128337,37.60331557116128
temperate,weminuche,6,93.14999999999999,69984,2006,3,-107.28667376128337,37.60331557116128
temperate,weminuche,7,1130.85,69984,2007,3,-107.28667376128337,37.60331557116128
temperate,weminuche,8,285.65999999999997,69984,2008,3,-107.28667376128337,37.60331557116128
temperate,weminuche,9,247.14,69984,2009,3,-107.28667376128337,37.60331557116128
temperate,weminuche,10,882.7199999999999,69984,2010,3,-107.28667376128337,37.60331557116128
temperate,weminuche,11,387.36,69984,2011,3,-107.28667376128337,37.60331557116128
temperate,weminuche,12,185.48999999999998,69984,2012,3,-107.28667376128337,37.60331557116128
temperate,weminuche,13,4654.44,69984,2013,3,-107.28667376128337,37.60331557116128
temperate,weminuche,14,99.36,69984,2014,3,-107.28667376128337,37.60331557116128
temperate,yellowstone,1,9678.33,827568,2001,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,2,6371.73,827568,2002,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,3,3031.65,827568,2003,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,4,6977.07,827568,2004,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,5,2330.8199999999997,827568,2005,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,6,1291.4099999999999,827568,2006,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,7,8957.25,827568,2007,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,8,10604.699999999999,827568,2008,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,9,3274.3799999999997,827568,2009,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,10,2941.92,827568,2010,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,11,8015.4,827568,2011,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,12,4475.88,827568,2012,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,13,6631.2,827568,2013,3,-110.30559793548129,44.5348739794386
temperate,yellowstone,14,4468.23,827568,2014,3,-110.30559793548129,44.5348739794386
temperate,zirkel,1,59.4,32256,2001,3,-106.7017570612496,40.76846946847521
temperate,zirkel,2,118.25999999999999,32256,2002,3,-106.7017570612496,40.76846946847521
temperate,zirkel,3,95.13,32256,2003,3,-106.7017570612496,40.76846946847521
temperate,zirkel,4,115.56,32256,2004,3,-106.7017570612496,40.76846946847521
temperate,zirkel,5,809.8199999999999,32256,2005,3,-106.7017570612496,40.76846946847521
temperate,zirkel,6,57.87,32256,2006,3,-106.7017570612496,40.76846946847521
temperate,zirkel,7,599.31,32256,2007,3,-106.7017570612496,40.76846946847521
temperate,zirkel,8,1535.3999999999999,32256,2008,3,-106.7017570612496,40.76846946847521
temperate,zirkel,9,31.049999999999997,32256,2009,3,-106.7017570612496,40.76846946847521
temperate,zirkel,10,1448.46,32256,2010,3,-106.7017570612496,40.76846946847521
temperate,zirkel,11,822.87,32256,2011,3,-106.7017570612496,40.76846946847521
temperate,zirkel,12,3.5999999999999996,32256,2012,3,-106.7017570612496,40.76846946847521
temperate,zirkel,13,11.879999999999999,32256,2013,3,-106.7017570612496,40.76846946847521
temperate,zirkel,14,5.67,32256,2014,3,-106.7017570612496,40.76846946847521
